what,kind,bundleId,bundleVersion,description,time
error,log,,,"Illegal character in path at index 39: file:/Users/garamsoft/Documents/eclipse 2/configuration/org.eclipse.osgi/bundles/840/1/.cp/discovery/test.cpp",1347619610406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347619642721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1347619642868
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1347619643845
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.managedbuilder.core"".",1347619644965
error,log,,,"Illegal character in path at index 39: file:/Users/garamsoft/Documents/eclipse 2/configuration/org.eclipse.osgi/bundles/840/1/.cp/discovery/test.cpp",1347619644966
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.managedbuilder.core"".",1347619645464
error,log,,,"Illegal character in path at index 39: file:/Users/garamsoft/Documents/eclipse 2/configuration/org.eclipse.osgi/bundles/840/1/.cp/discovery/test.cpp",1347619645466
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347619650432
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1347619659234
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619666136
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619666253
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347619668222
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619668227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1347619668277
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1347619672228
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619672546
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619672611
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347619674304
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1347619674304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1347619674314
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1347619675307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347619680793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347619682435
